mid_price,spread,spread_percent,buy_pressure,sell_pressure,net_pressure,pressure_ratio,total_pressure,bid_price_norm_1,bid_volume_1,ask_price_norm_1,ask_volume_1,bid_price_norm_2,bid_volume_2,ask_price_norm_2,ask_volume_2,bid_price_norm_3,bid_volume_3,ask_price_norm_3,ask_volume_3,bid_price_norm_4,bid_volume_4,ask_price_norm_4,ask_volume_4,bid_price_norm_5,bid_volume_5,ask_price_norm_5,ask_volume_5,bid_price_norm_6,bid_volume_6,ask_price_norm_6,ask_volume_6,bid_price_norm_7,bid_volume_7,ask_price_norm_7,ask_volume_7,bid_price_norm_8,bid_volume_8,ask_price_norm_8,ask_volume_8,bid_price_norm_9,bid_volume_9,ask_price_norm_9,ask_volume_9,bid_price_norm_10,bid_volume_10,ask_price_norm_10,ask_volume_10,bid_price_norm_level_25,bid_volume_level_25,ask_price_norm_level_25,ask_volume_level_25,bid_price_norm_level_50,bid_volume_level_50,ask_price_norm_level_50,ask_volume_level_50,bid_price_norm_level_75,bid_volume_level_75,ask_price_norm_level_75,ask_volume_level_75,bid_price_norm_level_100,bid_volume_level_100,ask_price_norm_level_100,ask_volume_level_100,total_bid_volume,total_ask_volume,volume_imbalance,bid_price_mean,ask_price_mean,bid_volume_mean,ask_volume_mean,bid_price_std,ask_price_std,bid_volume_std,ask_volume_std,bid_volume_concentration,ask_volume_concentration,bid_price_q25,bid_price_q75,ask_price_q25,ask_price_q75,bid_volume_q25,bid_volume_q75,ask_volume_q25,ask_volume_q75,volume_ratio_top10,volume_ratio_top25,volume_ratio_top50,timestamp,symbol,future_mid_price,target_updown,bid_wall_level,ask_wall_level,price_change_1sec,price_change_5sec,price_change_30sec,price_volatility_30sec,spread_change_1sec,spread_change_5sec,spread_volatility_30sec,volume_imbalance_change_1sec,volume_imbalance_change_5sec,volume_imbalance_volatility_30sec,buy_pressure_change_1sec,sell_pressure_change_1sec,net_pressure_change_1sec,buy_pressure_volatility_30sec,sell_pressure_volatility_30sec,net_pressure_volatility_30sec
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,18.695,0.0,5.0,4.0,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,18.695,0.0,5.0,4.0,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,,,,,,,,,,,,,,,,,,,,
18.695,-0.0300000000000011,-0.1604707140946838,7268.367753181219,7442.788578110537,-174.42082492931786,0.9765651243349442,14711.156331291755,0.0008023535704734,293.67,-0.0008023535704734,743.94,-0.0013372559507889,1806.96,-0.0002674511901577,2438.84,-0.0018721583311045,2863.64,0.0002674511901577,2816.6,-0.0024070607114202,2655.16,0.0008023535704734,4475.5,-0.0029419630917357,4757.46,0.0013372559507889,4597.01,-0.0034768654720514,4858.35,0.0018721583311045,3268.2,-0.0040117678523669,1452.49,0.00240706071142,2634.72,-0.0045466702326825,2768.85,0.0029419630917357,3500.5,-0.005081572612998,1485.09,0.0034768654720514,695.93,-0.0056164749933137,2439.89,0.0040117678523669,3051.66,-0.0136400106980475,463.78,0.0120353035571009,151.91,-0.0270125702059373,2.91,0.0254078630649907,118.61,-0.0403851297138271,11.75,0.0387804225728805,10.62,-0.1002941963091735,11.66,0.337255950788981,8483.83,119752.35000000003,61703.16000000001,0.319908665214961,18.0922,19.2418,1197.5235000000002,617.0316,0.4719567353052607,0.6684076301180291,3784.1490620836735,1335.1340154738923,0.2119504126641355,0.457397967948481,17.9375,18.4325,18.9275,19.4225,45.3775,628.2425000000001,18.317500000000003,389.3975,0.8993250162102405,1.0107350694853965,1.02429965374571,2025-06-17 20:53:32.997068+00:00,AVAXUSDT,18.695,0.0,5.0,4.0,,,,,,,,,,,,,,,,
