timestamp,symbol
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:37:22.805584+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
2025-06-17 20:41:27.281830+00:00,MATICUSDT
